severity,file,term,first_use_char_offset,occurrences,gloss_anywhere_on_page,first_use_in_table_or_callout,first_use_in_faq,term_load_bearing_for_page,first_use_context
HIGH,79295_company-voluntary-arrangement-vs-administration-which-to-choose.html,Schedule B1,8946,1,no,no,no,yes,"stressed company. We have drawn on the Insolvency Act 1986 (Part I on CVAs, Part II and Schedule B1 on administration including the moratorium and out-of-court appointment), the Insolvency (England an"
HIGH,79295_company-voluntary-arrangement-vs-administration-which-to-choose.html,moratorium,465,6,no,no,no,yes,"appoints a professional to manage the company's affairs, and buys time under a statutory moratorium. A CVA is a negotiating tool: it proposes a deal to your creditors, and if 75% by value agree, every"
HIGH,79313_light-touch-administration.html,Schedule B1,2201,2,no,no,no,yes,inistration The legal framework is identical. The administrator is appointed under Schedule B1 of the Insolvency Act 1986. The automatic moratorium applies. The statutory purposes are the same. The di
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,CVL,2380,10,no,yes,no,yes,"ng the petition Can you stop it? Yes: pay the debt, negotiate, dispute, or convert to CVL Extremely difficult: requires an appeal Bank accounts Frozen when the petition is gazetted (before the h"
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,advertised / advertisement (notice sense),1586,15,no,yes,no,no,"opportunity to act, but the bank freeze can cut that window short the moment the Gazette advertisement is published. Directors who wait for the court hearing to take action have usually already lost a"
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,disposition,1130,4,no,yes,no,no,"of the Insolvency Act 1986 is why banks act. If the court later makes a winding-up order, dispositions of company property made after the petition was presented can be void unless the court validates "
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,presented (vs served),1191,1,no,yes,no,yes,"er makes a winding-up order, dispositions of company property made after the petition was presented can be void unless the court validates them. Banks that pick up the Gazette notice commonly restrict"
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,restrain / restraining advertisement,9372,1,no,yes,no,no,"Directors who receive a petition can use these 7 days to pay the debt, obtain a restraining order, or begin CVL proceedings. After advertisement, the bank freeze is automatic and almost ins"
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,served / service,3437,3,no,no,no,yes,"ry demand or a county court judgement that has not been paid. The petition must be served on the company at its registered office. After service, the petitioning creditor must advertise the petition i"
HIGH,79322_winding-up-petition-vs-compulsory-liquidation.html,the Gazette,1265,15,no,yes,no,no,"he petition was presented can be void unless the court validates them. Banks that pick up the Gazette notice commonly restrict the account rather than carry that risk, and they can do it before a dire"
HIGH,79332_what-happens-if-a-cva-fails-mid-term.html,CVA,128,43,no,no,no,yes,"st received a formal Notice of Breach from your supervisor? The clock has started. Once a CVA defaults and is formally terminated under its terms, the compromise falls away, creditors regain their ful"
HIGH,79332_what-happens-if-a-cva-fails-mid-term.html,wrongful trading,376,7,no,no,no,no,"ition for liquidation or administration. That chain reaction can expose directors to wrongful trading claims under s.214 of the Insolvency Act 1986, personal guarantee enforcement, and disqualificatio"
HIGH,79342_hmrc-as-a-creditor-in-liquidation.html,CVA,607,5,no,no,no,no,"hanged the distribution outcome on most insolvent SME estates and made HMRC's vote at any CVA or creditor decision procedure the swing vote on whether a rescue procedure can fly. Below, we set out"
HIGH,79342_hmrc-as-a-creditor-in-liquidation.html,CVL,3968,3,no,no,no,yes,"floating charge holders for owner-managed companies, lost recovery share. Where a typical CVL might previously have paid floating charge holders 50-80p in the pound after expenses, post-2020 they ofte"
HIGH,79342_hmrc-as-a-creditor-in-liquidation.html,floating charge,435,5,no,no,no,no,"YE, employee NIC, and CIS withholdings; which means HMRC now collects ahead of the bank's floating charge and well ahead of trade suppliers. This is not a tweak. It changed the distribution outcome on"
HIGH,79342_hmrc-as-a-creditor-in-liquidation.html,preferential debt / creditor,289,5,no,no,no,yes,"istribution and the conduct review. The Finance Act 2020 restored HMRC's secondary preferential creditor status for ""trust taxes""; VAT, PAYE, employee NIC, and CIS withholdings; which means HMRC now c"
HIGH,79351_can-i-choose-my-liquidator.html,advertised / advertisement (notice sense),354,3,no,no,no,no,"n nominate a licensed insolvency practitioner you trust. Wait until after a petition is advertised and you lose that right altogether, with the Official Receiver or a court-appointed practitioner taki"
HIGH,79351_can-i-choose-my-liquidator.html,the Gazette,1679,2,no,no,no,no,"a licensed IP while you still have the luxury of choice. Once a petition is advertised in the London Gazette, that choice has largely gone. Why Timing Decides Control The single most important factor "
HIGH,79360_ccj-when-going-insolvent.html,CVL,1658,1,no,no,no,no,"t a fresh proof of debt; the judgement itself is the proof. If the company enters a CVL , enforcement of the CCJ is stayed (paused) from the date the liquidator is appointed. If the company enters"
HIGH,79379_business-bank-account-in-liquidation.html,advertised / advertisement (notice sense),30,6,no,no,no,no,"Once a winding-up petition is advertised in the London Gazette, banks that become aware of it commonly freeze the company account. How quickly that ha"
HIGH,79379_business-bank-account-in-liquidation.html,presented (vs served),201,3,no,no,no,no,he company account. How quickly that happens varies. Outflows made after the petition was presented are potentially void under Section 127 of the Insolvency Act 1986 if a winding-up order is later mad
HIGH,79379_business-bank-account-in-liquidation.html,the Gazette,44,8,no,no,no,no,"Once a winding-up petition is advertised in the London Gazette, banks that become aware of it commonly freeze the company account. How quickly that happens varies. Outflows"
HIGH,79396_director-conduct-review.html,wrongful trading,10966,1,no,no,no,yes,pear in the bank statements and all of them go into the report. See our guides on wrongful trading and director payments before liquidation for the detailed frameworks the liquidator applies. What
HIGH,79404_uk-insolvency-glossary.html,preferential debt / creditor,1521,4,no,no,no,no,"achieve a better result for creditors than liquidation, or realise assets for secured and preferential creditors. See alternatives to liquidation . Balance-sheet test. One of the two statutory insolve"
HIGH,79423_insolvency-checklist.html,debenture,4320,2,no,yes,no,no,"Every personal guarantee signed, charges registered under s.859A CA 2006 (MR01 filings), debentures Contingent liabilities Lease + dilapidation exposure, warranty obligations, litigation, undischarged"
HIGH,79423_insolvency-checklist.html,preference (unlawful),1354,7,no,no,no,no,"214 wrongful-trading clock is ticking. Stop making selective creditor payments. s.239 preference exposure is automatic. Assess your personal exposure. PGs, DLA, wrongful trading, misfeasance, HMRC PLN"
HIGH,79436_directors-responsibilities-after-a-company-is-struck-off.html,wrongful trading,9406,1,no,no,no,yes,specific transactions. That letter is the moment to take advice. See our guide on wrongful trading for the broader director-conduct framework that applies in the run-up to dissolution. Practical Steps
HIGH,79445_list-of-liquidation-documents.html,CVL,985,3,no,no,no,yes,"of incorporation, and any security documents (charges, guarantees, debentures). For a CVL , you must also prepare a formal statement of affairs. For compulsory liquidation, the Official Receiver will"
HIGH,79455_insolvency-vs-bankruptcy.html,CVA,1160,4,no,yes,no,no,"rts I-VII) Insolvency Act 1986 (Parts VIII-XI) Main routes CVL, MVL, administration, CVA, compulsory liquidation Bankruptcy order, IVA, DRO, debt management plan Who controls the process Licens"
HIGH,79455_insolvency-vs-bankruptcy.html,CVL,1134,3,no,yes,no,no,"k Insolvency Act 1986 (Parts I-VII) Insolvency Act 1986 (Parts VIII-XI) Main routes CVL, MVL, administration, CVA, compulsory liquidation Bankruptcy order, IVA, DRO, debt management plan Who co"
HIGH,79455_insolvency-vs-bankruptcy.html,MVL,1139,3,no,yes,no,no,"solvency Act 1986 (Parts I-VII) Insolvency Act 1986 (Parts VIII-XI) Main routes CVL, MVL, administration, CVA, compulsory liquidation Bankruptcy order, IVA, DRO, debt management plan Who control"
HIGH,79455_insolvency-vs-bankruptcy.html,the Gazette,1673,1,no,yes,no,no,"ed company debts or face a personal contribution order Public record Companies House, London Gazette Individual Insolvency Register When Insolvency Applies: Your Company Cannot Pay Its Debts"
HIGH,79472_should-i-close-my-company-or-try-to-save-it.html,moratorium,1508,3,no,yes,no,no,"administration) Control transfers to the liquidator Creditor pressure Can be paused (moratorium, CVA, administration) Resolved through statutory distribution Personal risk Lower if rescue is genuine a"
HIGH,79480_when-should-a-director-stop-trading.html,CVL,6984,2,no,yes,no,no,"A director who called an insolvency practitioner, received a recommendation to enter CVL, and then continued trading for another three months cannot rely on the initial call as a shield. The defence"
HIGH,79489_seek-insolvency-advice-before-missing-payments.html,served / service,1782,1,no,yes,no,no,"e company's position. Directors who call after the first statutory demand has been served often find the CVA route is already closed (creditors won't agree), administration is too expensive, and the"
HIGH,79489_seek-insolvency-advice-before-missing-payments.html,statutory demand,942,4,no,no,no,no,Should You Seek Insolvency Advice? Before you miss a payment. Before HMRC sends a statutory demand. Before a supplier loses patience and instructs solicitors. The professional advice itself costs noth
